type_annonce,titre,location,date,modele,transsmission,carburant,image,propriétere,link,ville,quartier
Voitures d'occasion,mercedes-benz glc300de coupe 2020,"rabat, yacoub el mansour",il y a 3 heures,2020,Automatique,Hybride,N/A,Auto Barangouch,https://www.avito.ma/fr/yacoub_el_mansour/voitures_d_occasion/Mercedes_Benz_GLC300de_Coupe_2020_56853621.htm,rabat,yacoub el mansour
Voitures d'occasion,volvo xc40 2022 automatique hybride à tanger,"tanger, branes 2",il y a 3 heures,2022,Automatique,Hybride,N/A,MISTERGT,https://www.avito.ma/fr/branes_2/voitures_d_occasion/VOLVO_XC40_2022_Automatique_Hybride_à_Tanger_57419601.htm,tanger,branes 2
Voitures d'occasion,mercedes-benz c220 amg automatique 2021,"fès, autre secteur",il y a 3 heures,2021,Automatique,Diesel,N/A,GC AUTO,https://www.avito.ma/fr/autre_secteur/voitures_d_occasion/Mercedes_Benz_C220_AMG_Automatique_2021_57334543.htm,fès,autre secteur
Voitures d'occasion,citroën berlingo diesel manuelle 2023 à casablanca,"casablanca, anfa",il y a 3 heures,2023,Manuelle,Diesel,N/A,Abde lkhaq,https://www.avito.ma/fr/anfa/voitures_d_occasion/Citroën_Berlingo_Diesel_Manuelle_2023_à_Casablanca_57189552.htm,casablanca,anfa
Voitures d'occasion,mercedes benz classe a200d,"marrakech, centre ville",il y a 3 heures,2021,Automatique,Diesel,N/A,Yassin,https://www.avito.ma/fr/centre_ville/voitures_d_occasion/Mercedes_Benz_classe_A200d_56042496.htm,marrakech,centre ville
Voitures d'occasion,ford kuga trend plus 11/2016 à tanger,"tanger, drissia",il y a 3 heures,2016,Manuelle,Diesel,N/A,AUTO AL-QUDS,https://www.avito.ma/fr/drissia/voitures_d_occasion/FORD_Kuga_Trend_Plus_11_2016_à_Tanger_55927255.htm,tanger,drissia
Voitures d'occasion,bmw x3 x drive,"tétouan, saniat rmal",il y a 3 heures,2021,Automatique,Diesel,N/A,SVR AUTO,https://www.avito.ma/fr/saniat_rmal/voitures_d_occasion/BMW_X3_X_drive_55831415.htm,tétouan,saniat rmal
Voitures d'occasion,volkswagen tiguan diesel automatique,"casablanca, ain sebaa",il y a 3 heures,2019,Automatique,Diesel,N/A,AtlasAuto,https://www.avito.ma/fr/ain_sebaa/voitures_d_occasion/Volkswagen_Tiguan_Diesel_automatique_57421500.htm,casablanca,ain sebaa
Voitures d'occasion,gle 350 de,"nador, al aroui",il y a 3 heures,2022,Automatique,Hybride,N/A,abdelilah,https://www.avito.ma/fr/al_aroui/voitures_d_occasion/GLE_350_de_51460030.htm,nador,al aroui
Voitures d'occasion,toyota fortuner diesel automatique 2021,"casablanca, maarif",il y a 3 heures,2021,Automatique,Diesel,N/A,SIARACASH.MA,https://www.avito.ma/fr/maarif/voitures_d_occasion/TOYOTA_FORTUNER_Diesel_Automatique_2021_56932046.htm,casablanca,maarif
Voitures d'occasion,ford focus sport automatique,"casablanca, ain sebaa",il y a 3 heures,2021,Automatique,Diesel,N/A,AtlasAuto,https://www.avito.ma/fr/ain_sebaa/voitures_d_occasion/Ford_Focus_Sport_Automatique_57212457.htm,casablanca,ain sebaa
Voitures d'occasion,mini cooper s e importée des usa electrique,"casablanca, oulfa",il y a 3 heures,2021,Automatique,Electrique,N/A,Hmizat auto moto,https://www.avito.ma/fr/oulfa/voitures_d_occasion/MINI_Cooper_S_E_Importée_des_USA_Electrique_57507871.htm,casablanca,oulfa
Voitures d'occasion,step way 11/2021,"fès, route ain chkaf",il y a 3 heures,2021,Manuelle,Diesel,N/A,RADI,https://www.avito.ma/fr/route_ain_chkaf/voitures_d_occasion/step_way_11_2021_57208373.htm,fès,route ain chkaf
Voitures d'occasion,touareg toutes options très bon état,"casablanca, ain sebaa",il y a 3 heures,2015,Automatique,Diesel,N/A,ahmed abdo,https://www.avito.ma/fr/ain_sebaa/voitures_d_occasion/Touareg_toutes_options_très_bon_état_56167032.htm,casablanca,ain sebaa
Voitures d'occasion,porsche panamera 4 ehybrid importée neuf 2023,"casablanca, californie",il y a 3 heures,2023,Automatique,Hybride,N/A,Abderhmane,https://www.avito.ma/fr/californie/voitures_d_occasion/Porsche_Panamera_4_eHYBRID_IMPORTÉE_NEUF_2023_57261861.htm,casablanca,californie
Voitures d'occasion,volkswagen golf 7 diesel automatique 2018 à nador,"nador, centre ville",il y a 3 heures,2018,Automatique,Diesel,N/A,Abdelkarim Ouaissa,https://www.avito.ma/fr/centre_ville/voitures_d_occasion/Volkswagen_Golf_7_Diesel_Automatique_2018_à_Nador_57508281.htm,nador,centre ville
Voitures de location,location de voiture,"casablanca, anfa",il y a 3 heures,,N/A,N/A,N/A,VOOM VOOM AUTO,https://www.avito.ma/fr/anfa/voitures_de_location/location_de_voiture_55717349.htm,casablanca,anfa
Voitures d'occasion,hyundai ix35,"rabat, guich oudaya",il y a 3 heures,2016,Manuelle,Diesel,N/A,كمال,https://www.avito.ma/fr/guich_oudaya/voitures_d_occasion/hyundai_ix35_57508279.htm,rabat,guich oudaya
Voitures d'occasion,toyota c-hr 2019,"mohammedia, wafa",il y a 3 heures,2019,Automatique,Hybride,N/A,Majdouline chahboune,https://www.avito.ma/fr/wafa/voitures_d_occasion/Toyota_C_HR_2019_57386736.htm,mohammedia,wafa
Voitures d'occasion,mercedes gla 200 diesel première main 1,"casablanca, hay hassani",il y a 3 heures,2020,Automatique,Diesel,N/A,Autoparis,https://www.avito.ma/fr/hay_hassani/voitures_d_occasion/MERCEDES_GLA_200_Diesel_première_main_1_51031434.htm,casablanca,hay hassani
Voitures d'occasion,nouvelle kia ceed active mhev diesel bva 2023,"rabat, agdal",il y a 3 heures,2023,Automatique,Diesel,N/A,Auto SALA EL JADIDA,https://www.avito.ma/fr/agdal/voitures_d_occasion/Nouvelle_Kia_Ceed_Active_MHEV_Diesel_BVA_2023_57067095.htm,rabat,agdal
Voitures d'occasion,volkswagen jetta 2l tdi,"safi, plateau",il y a 3 heures,2014,Manuelle,Diesel,N/A,Guerison majid,https://www.avito.ma/fr/plateau/voitures_d_occasion/Volkswagen_Jetta_2L_TDI_57103178.htm,safi,plateau
Voitures d'occasion,hyundai santafe diesel automatique 2017 - 7 places,"casablanca, californie",il y a 8 heures,2017,Automatique,Diesel,https://content.avito.ma/classifieds/images/10143831621?t=images,Adil,https://www.avito.ma/fr/californie/voitures_d_occasion/Hyundai_SantaFe_Diesel_Automatique_2017___7_places_57387078.htm,casablanca,californie
Voitures d'occasion,porsche macan s diesel bva 2018 à el jadida,"el jadida, centre",il y a 23 heures,2018,Automatique,Diesel,https://content.avito.ma/classifieds/images/10128470204?t=images,SAIY LINE AUTO,https://www.avito.ma/fr/centre/voitures_d_occasion/Porsche_Macan_S_Diesel_BVA_2018_à_El_Jadida_55781460.htm,el jadida,centre
Voitures d'occasion,porsche cayenne coupé hybride automatique 2025,"oujda, hay el qods",il y a 16 heures,2025,Automatique,Hybride,https://content.avito.ma/classifieds/images/10123363540?t=images,C ZAM AUTO oujda,https://www.avito.ma/fr/hay_el_qods/voitures_d_occasion/Porsche_Cayenne_Coupé_Hybride_Automatique_2025_55335578.htm,oujda,hay el qods
Voitures d'occasion,dacia logan,"kénitra, bir rami industriel",il y a 3 heures,2024,Manuelle,Diesel,N/A,Jaldi Zaid,https://www.avito.ma/fr/bir_rami_industriel/voitures_d_occasion/Dacia_Logan_57500136.htm,kénitra,bir rami industriel
Voitures d'occasion,kia automatique,"meknès, hamria",il y a 3 heures,2019,Automatique,Diesel,N/A,El Meknassi Auto,https://www.avito.ma/fr/hamria/voitures_d_occasion/Kia_automatique_57285434.htm,meknès,hamria
Voitures d'occasion,peugeot 2008 diesel automatique,"marrakech, centre ville",il y a 3 heures,2022,Automatique,Diesel,N/A,Yassin,https://www.avito.ma/fr/centre_ville/voitures_d_occasion/Peugeot_2008_diesel_Automatique_57425509.htm,marrakech,centre ville
Voitures d'occasion,kia picanto essence manuelle 2023 à fès,"fès, narjis",il y a 3 heures,2023,Manuelle,Essence,N/A,Auto Yassine,https://www.avito.ma/fr/narjis/voitures_d_occasion/Kia_Picanto_Essence_Manuelle_2023_à_Fès_57468271.htm,fès,narjis
Voitures d'occasion,audi a3 diesel automatique 2021 à marrakech,"marrakech, centre ville",il y a 3 heures,2021,Automatique,Diesel,N/A,Yassin,https://www.avito.ma/fr/centre_ville/voitures_d_occasion/Audi_A3_Diesel_Automatique_2021_à_Marrakech_57425536.htm,marrakech,centre ville
Voitures d'occasion,dacia duster automatique 2023/11,"marrakech, iziki",il y a 3 heures,2023,Automatique,Diesel,N/A,Auto errabiai,https://www.avito.ma/fr/iziki/voitures_d_occasion/Dacia_Duster_Automatique_2023_11_56186081.htm,marrakech,iziki
Voitures d'occasion,bmw x3 x drive,"tétouan, saniat rmal",il y a 3 heures,2021,Automatique,Diesel,N/A,SVR AUTO,https://www.avito.ma/fr/saniat_rmal/voitures_d_occasion/BMW_X3_X_drive_55831415.htm,tétouan,saniat rmal
Voitures d'occasion,"volkswagen golf 7,5 gtd 2018","casablanca, 2 mars",il y a 3 heures,2018,Automatique,Diesel,N/A,khaled,https://www.avito.ma/fr/2_mars/voitures_d_occasion/Volkswagen_Golf_7_5_GTD_2018_57362830.htm,casablanca,2 mars
Voitures d'occasion,volvo s90 diesel automatique,"fès, agdal",il y a 3 heures,2021,Automatique,Diesel,N/A,Tarik,https://www.avito.ma/fr/agdal/voitures_d_occasion/Volvo_S90_Diesel_Automatique_57374949.htm,fès,agdal
Voitures d'occasion,audi e-teon electrique,"casablanca, californie",il y a 3 heures,2021,Automatique,Electrique,N/A,Youness Zaikane,https://www.avito.ma/fr/californie/voitures_d_occasion/Audi_e_teon_electrique_57491947.htm,casablanca,californie
Voitures d'occasion,fiat fiorino diesel manuelle 2021 à fès,"fès, route de sefrou",il y a 3 heures,2021,Manuelle,Diesel,N/A,Garage Al Fassia,https://www.avito.ma/fr/route_de_sefrou/voitures_d_occasion/Fiat_Fiorino_Diesel_Manuelle_2021_à_Fès_57378635.htm,fès,route de sefrou
Voitures d'occasion,fiat doblo maxi 7places 1ere main mod fin 2018,"casablanca, ben m'sick",il y a 3 heures,2018,Manuelle,Diesel,N/A,MR,https://www.avito.ma/fr/ben_m_sick/voitures_d_occasion/Fiat_Doblo_maxi_7places_1ere_main_mod_fin_2018_57425016.htm,casablanca,ben m'sick
Voitures d'occasion,polo 2010 essence,"casablanca, aïn chock",il y a 3 heures,2010,Manuelle,Essence,N/A,Auto palace,https://www.avito.ma/fr/aïn_chock/voitures_d_occasion/Polo_2010_essence_54767637.htm,casablanca,aïn chock
Voitures d'occasion,kia picanto,"agadir, hay zaytoun",il y a 3 heures,2022,Manuelle,Essence,N/A,Auto NAJIB AGADIR,https://www.avito.ma/fr/hay_zaytoun/voitures_d_occasion/Kia_Picanto_55917741.htm,agadir,hay zaytoun
Voitures d'occasion,dacia dokker diesel manuelle 2020 à fès,"fès, route de sefrou",il y a 3 heures,2020,Manuelle,Diesel,N/A,Garage Al Fassia,https://www.avito.ma/fr/route_de_sefrou/voitures_d_occasion/Dacia_Dokker_Diesel_Manuelle_2020_à_Fès_57471036.htm,fès,route de sefrou
Voitures d'occasion,audi a4 diesel automatique 2021 à casablanca,"casablanca, lissasfa",il y a 3 heures,2021,Automatique,Diesel,N/A,ALD Automotive - Ayvens,https://www.avito.ma/fr/lissasfa/voitures_d_occasion/Audi_A4_Diesel_Automatique_2021_à_Casablanca_57407640.htm,casablanca,lissasfa
Voitures d'occasion,porsche macan,"marrakech, autre secteur",il y a 3 heures,2024,Automatique,Essence,N/A,Mr,https://www.avito.ma/fr/autre_secteur/voitures_d_occasion/Porsche_macan_56895035.htm,marrakech,autre secteur
Voitures d'occasion,range sport autobiography,"marrakech, hivernage",il y a 3 heures,2021,Automatique,Diesel,N/A,SELECT GARANTIE,https://www.avito.ma/fr/hivernage/voitures_d_occasion/RANGE_SPORT_AUTOBIOGRAPHY_56537551.htm,marrakech,hivernage
Voitures de location,location de voiture clio 5,"casablanca, anfa",il y a 3 heures,,N/A,N/A,N/A,vog car,https://www.avito.ma/fr/anfa/voitures_de_location/Location_de_voiture_clio_5_55827395.htm,casablanca,anfa
Voitures d'occasion,step way 11/2021,"fès, route ain chkaf",il y a 3 heures,2021,Manuelle,Diesel,N/A,RADI,https://www.avito.ma/fr/route_ain_chkaf/voitures_d_occasion/step_way_11_2021_57208373.htm,fès,route ain chkaf
Voitures d'occasion,touareg toutes options très bon état,"casablanca, ain sebaa",il y a 3 heures,2015,Automatique,Diesel,N/A,ahmed abdo,https://www.avito.ma/fr/ain_sebaa/voitures_d_occasion/Touareg_toutes_options_très_bon_état_56167032.htm,casablanca,ain sebaa
Voitures d'occasion,porsche panamera 4 ehybrid importée neuf 2023,"casablanca, californie",il y a 3 heures,2023,Automatique,Hybride,N/A,Abderhmane,https://www.avito.ma/fr/californie/voitures_d_occasion/Porsche_Panamera_4_eHYBRID_IMPORTÉE_NEUF_2023_57261861.htm,casablanca,californie
Voitures de location,location de voiture hyundai tucson 2025,"casablanca, ain sebaa",il y a 3 heures,,N/A,N/A,N/A,ARISTO LOCA CAR,https://www.avito.ma/fr/ain_sebaa/voitures_de_location/Location_de_voiture_Hyundai_tucson_2025_56453897.htm,casablanca,ain sebaa
Voitures d'occasion,mercedes-benz classe c 220d cabriolet,"rabat, hay riad",il y a 3 heures,2017,Automatique,Diesel,N/A,Auto Store,https://www.avito.ma/fr/hay_riad/voitures_d_occasion/Mercedes_Benz_classe_C_220d_cabriolet_57491534.htm,rabat,hay riad
Voitures d'occasion,bmw 330 d 4 motion,"marrakech, massar",il y a 3 heures,2003,Automatique,Diesel,N/A,SELECT GARANTIE,https://www.avito.ma/fr/massar/voitures_d_occasion/BMW_330_D_4_MOTION_57473841.htm,marrakech,massar
Voitures d'occasion,opel crossland diesel,"casablanca, ain sebaa",il y a 3 heures,2022,Manuelle,Diesel,N/A,AtlasAuto,https://www.avito.ma/fr/ain_sebaa/voitures_d_occasion/Opel_Crossland_Diesel_57006184.htm,casablanca,ain sebaa
Voitures d'occasion,audi q5 diesel,"rabat, riyad",il y a 3 heures,2012,Manuelle,Diesel,N/A,Ali,https://www.avito.ma/fr/riyad/voitures_d_occasion/Audi_Q5_diesel_57051335.htm,rabat,riyad
Voitures d'occasion,mercedes-benz classe a diesel automatique 2022,"marrakech, hay targa",il y a 3 heures,2022,Automatique,Diesel,N/A,Med,https://www.avito.ma/fr/hay_targa/voitures_d_occasion/Mercedes_Benz_Classe_A_Diesel_Automatique_2022_56881415.htm,marrakech,hay targa
Voitures d'occasion,seat ateca fr,"berrechid, toute la ville",il y a 3 heures,2020,Automatique,Diesel,N/A,Badr,https://www.avito.ma/fr/berrechid/voitures_d_occasion/Seat_Ateca_FR_57397327.htm,berrechid,toute la ville
Voitures d'occasion,audi o5 mazout,"marrakech, hay targa",il y a 3 heures,2011,Automatique,Diesel,N/A,Marrakech,https://www.avito.ma/fr/hay_targa/voitures_d_occasion/Audi_o5_mazout_56864274.htm,marrakech,hay targa
Voitures d'occasion,land rover range rover sport diesel automatique,"marrakech, centre ville",il y a 3 heures,2021,Automatique,Diesel,N/A,Med,https://www.avito.ma/fr/centre_ville/voitures_d_occasion/Land_Rover_Range_Rover_Sport_Diesel_Automatique_57294683.htm,marrakech,centre ville
Voitures d'occasion,mercedes-benz classe a diesel automatique 2021,"marrakech, centre ville",il y a 3 heures,2021,Automatique,Diesel,N/A,Auto Park Marrakech,https://www.avito.ma/fr/centre_ville/voitures_d_occasion/Mercedes_Benz_Classe_A_Diesel_Automatique_2021_57450632.htm,marrakech,centre ville
Voitures d'occasion,nouvelle audi rsq3 blue miami 2021,"rabat, agdal",il y a 3 heures,2021,Automatique,Essence,N/A,Auto SALA EL JADIDA,https://www.avito.ma/fr/agdal/voitures_d_occasion/Nouvelle_AUDI_RSQ3_Blue_Miami_2021_57079115.htm,rabat,agdal
Voitures d'occasion,nissan qashqai manuelle,"rabat, guich oudaya",il y a 3 heures,2015,Manuelle,Diesel,N/A,AUTO JIKKI,https://www.avito.ma/fr/guich_oudaya/voitures_d_occasion/Nissan_qashqai_manuelle_57393716.htm,rabat,guich oudaya
Voitures d'occasion,bmw série 1 diesel automatique 2014 à kénitra,"kénitra, centre",il y a 3 heures,2014,Automatique,Diesel,N/A,Auto Store,https://www.avito.ma/fr/centre/voitures_d_occasion/BMW_Série_1_Diesel_Automatique_2014_à_Kénitra_57491736.htm,kénitra,centre
Voitures d'occasion,audi a4 diesel automatique 2023,"rabat, guich oudaya",il y a 16 minutes,2023,Automatique,Diesel,https://content.avito.ma/classifieds/images/10143741968?t=images,CHRIAA AUTO,https://www.avito.ma/fr/guich_oudaya/voitures_d_occasion/Audi_A4_diesel_Automatique_2023_56116640.htm,rabat,guich oudaya
Voitures d'occasion,volkswagen t-roc,"casablanca, 2 mars",il y a 8 heures,2025,Automatique,Diesel,https://content.avito.ma/classifieds/images/10144741316?t=images,Voitures particuliers certifiées,https://www.avito.ma/fr/2_mars/voitures_d_occasion/Volkswagen_T_Roc_57477391.htm,casablanca,2 mars
Voitures d'occasion,"nouvelle golf 8,5 importée neuve","oujda, hay el qods",il y a 4 heures,2026,Automatique,Diesel,https://content.avito.ma/classifieds/images/10133642066?t=images,C ZAM AUTO oujda,https://www.avito.ma/fr/hay_el_qods/voitures_d_occasion/Nouvelle_Golf_8_5_importée_neuve_56166064.htm,oujda,hay el qods
Voitures d'occasion,audi q5 diesel,"rabat, riyad",il y a 3 heures,2012,Manuelle,Diesel,N/A,Ali,https://www.avito.ma/fr/riyad/voitures_d_occasion/Audi_Q5_diesel_57051335.htm,rabat,riyad
Voitures d'occasion,seat ateca fr,"berrechid, toute la ville",il y a 3 heures,2020,Automatique,Diesel,N/A,Badr,https://www.avito.ma/fr/berrechid/voitures_d_occasion/Seat_Ateca_FR_57397327.htm,berrechid,toute la ville
Voitures d'occasion,audi o5 mazout,"marrakech, hay targa",il y a 3 heures,2011,Automatique,Diesel,N/A,Marrakech,https://www.avito.ma/fr/hay_targa/voitures_d_occasion/Audi_o5_mazout_56864274.htm,marrakech,hay targa
Voitures d'occasion,opel crossland diesel,"casablanca, ain sebaa",il y a 3 heures,2022,Manuelle,Diesel,N/A,AtlasAuto,https://www.avito.ma/fr/ain_sebaa/voitures_d_occasion/Opel_Crossland_Diesel_57006184.htm,casablanca,ain sebaa
Voitures d'occasion,mercedes-benz classe a diesel automatique 2022,"marrakech, hay targa",il y a 3 heures,2022,Automatique,Diesel,N/A,Med,https://www.avito.ma/fr/hay_targa/voitures_d_occasion/Mercedes_Benz_Classe_A_Diesel_Automatique_2022_56881415.htm,marrakech,hay targa
Voitures d'occasion,land rover range rover sport diesel automatique,"marrakech, centre ville",il y a 3 heures,2021,Automatique,Diesel,N/A,Med,https://www.avito.ma/fr/centre_ville/voitures_d_occasion/Land_Rover_Range_Rover_Sport_Diesel_Automatique_57294683.htm,marrakech,centre ville
Voitures d'occasion,ssangyong korando diesel,"casablanca, aïn chock",il y a 3 heures,2014,Manuelle,Diesel,N/A,Auto Simo,https://www.avito.ma/fr/aïn_chock/voitures_d_occasion/Ssangyong_Korando_Diesel_49351327.htm,casablanca,aïn chock
Voitures d'occasion,audi q7 diesel,"marrakech, hivernage",il y a 3 heures,2008,Automatique,Diesel,N/A,SELECT GARANTIE,https://www.avito.ma/fr/hivernage/voitures_d_occasion/AUDI_Q7_DIESEL_56789767.htm,marrakech,hivernage
Voitures d'occasion,volkswagen passat diesel manuelle 2016 à salé,"salé, sala el jadida",il y a 3 heures,2016,Manuelle,Diesel,N/A,auto rizk,https://www.avito.ma/fr/sala_el_jadida/voitures_d_occasion/Volkswagen_Passat_Diesel_Manuelle_2016_à_Salé_57384136.htm,salé,sala el jadida
Voitures d'occasion,skoda kodiaq diesel automatique 2023 à casablanca,"casablanca, ain sebaa",il y a 3 heures,2023,Automatique,Diesel,N/A,Global occaz,https://www.avito.ma/fr/ain_sebaa/voitures_d_occasion/Skoda_Kodiaq_Diesel_Automatique_2023_à_Casablanca_57478248.htm,casablanca,ain sebaa
Voitures d'occasion,bmw x2 diesel automatique 2018 à casablanca,"casablanca, belvédère",il y a 3 heures,2018,Automatique,Diesel,N/A,Vendez Votre Voiture,https://www.avito.ma/fr/belvédère/voitures_d_occasion/BMW_X2_Diesel_Automatique_2018_à_Casablanca_57500008.htm,casablanca,belvédère
Voitures d'occasion,hyundai accent diesel automatique 2020,"casablanca, maarif",il y a 3 heures,2020,Automatique,Diesel,N/A,Auto 212,https://www.avito.ma/fr/maarif/voitures_d_occasion/Hyundai_Accent_Diesel_Automatique_2020_57470217.htm,casablanca,maarif
Voitures d'occasion,mercedes-benz classe g 63amg,"casablanca, alsace lorraine",il y a 3 heures,2021,Automatique,Essence,N/A,Garage Lahcen,https://www.avito.ma/fr/alsace_lorraine/voitures_d_occasion/Mercedes_Benz_Classe_G_63AMG_57357285.htm,casablanca,alsace lorraine
Voitures d'occasion,audi q3 s-line sportback 2026,"tétouan, autre secteur",il y a 3 heures,2025,Automatique,Diesel,N/A,KM AUTO,https://www.avito.ma/fr/autre_secteur/voitures_d_occasion/Audi_Q3_S_line_Sportback_2026_57446979.htm,tétouan,autre secteur
Voitures d'occasion,peugeot 3008 diesel automatique 2019 à casablanca,"casablanca, maarif",il y a 3 heures,2019,Automatique,Diesel,N/A,contact,https://www.avito.ma/fr/maarif/voitures_d_occasion/Peugeot_3008_Diesel_Automatique_2019_à_Casablanca_57504368.htm,casablanca,maarif
Voitures d'occasion,isuzu d-max 2025,"rabat, autre secteur",il y a 3 heures,2025,Manuelle,Diesel,N/A,CAIS,https://www.avito.ma/fr/autre_secteur/voitures_d_occasion/ISUZU_D_MAX_2025_56210456.htm,rabat,autre secteur
Voitures d'occasion,volkswagen passat diesel automatique 2021,"casablanca, lissasfa",il y a 3 heures,2021,Automatique,Diesel,N/A,ALD Automotive - Ayvens,https://www.avito.ma/fr/lissasfa/voitures_d_occasion/Volkswagen_Passat_Diesel_Automatique_2021_57407600.htm,casablanca,lissasfa
Voitures d'occasion,toyota hilux revo,"casablanca, oulfa",il y a 3 heures,2020,Manuelle,Diesel,N/A,bouchkara auto,https://www.avito.ma/fr/oulfa/voitures_d_occasion/Toyota_Hilux_Revo_56555253.htm,casablanca,oulfa
Voitures d'occasion,peugeot 3008 diesel automatique 2020 à casablanca,"casablanca, ain sebaa",il y a 3 heures,2020,Automatique,Diesel,N/A,salek automotive,https://www.avito.ma/fr/ain_sebaa/voitures_d_occasion/Peugeot_3008_Diesel_Automatique_2020_à_Casablanca_56968495.htm,casablanca,ain sebaa
Voitures d'occasion,audi a1 sline,"rabat, yacoub el mansour",il y a 3 heures,2011,Manuelle,Diesel,N/A,Ayoub,https://www.avito.ma/fr/yacoub_el_mansour/voitures_d_occasion/Audi_a1_sline_57508263.htm,rabat,yacoub el mansour
Voitures d'occasion,accent diesel,"casablanca, ain sebaa",il y a 3 heures,2008,Manuelle,Diesel,N/A,Le revendeur automobile,https://www.avito.ma/fr/ain_sebaa/voitures_d_occasion/Accent_diesel_57306244.htm,casablanca,ain sebaa
Voitures d'occasion,mini one essence 2021,"tétouan, centre ville",il y a 3 heures,2021,Automatique,Essence,N/A,Mohammed,https://www.avito.ma/fr/centre_ville/voitures_d_occasion/Mini_One_Essence_2021_57431609.htm,tétouan,centre ville
Voitures d'occasion,range rover bebe velar r dynamic,"marrakech, centre ville",il y a 3 heures,2023,Automatique,Diesel,N/A,Med,https://www.avito.ma/fr/centre_ville/voitures_d_occasion/Range_rover_bebe_velar_R_Dynamic_57132922.htm,marrakech,centre ville
Voitures d'occasion,ford fiesta essence manuelle 2009 à meknès,"meknès, hamria",il y a 3 heures,2009,Manuelle,Essence,N/A,Omar,https://www.avito.ma/fr/hamria/voitures_d_occasion/Ford_Fiesta_Essence_Manuelle_2009_à_Meknès_56420057.htm,meknès,hamria
Voitures d'occasion,land rover évoque diesel automatic,"casablanca, californie",il y a 3 heures,2023,Automatique,Diesel,N/A,hassan auto,https://www.avito.ma/fr/californie/voitures_d_occasion/Land_rover_évoque_diesel_automatic_57096663.htm,casablanca,californie
Voitures d'occasion,mercedes-benz classe c 220d 2021,"kénitra, centre",il y a 3 heures,2021,Automatique,Diesel,N/A,Auto Store,https://www.avito.ma/fr/centre/voitures_d_occasion/Mercedes_Benz_Classe_C_220d_2021_57491605.htm,kénitra,centre
Voitures d'occasion,golf 8 gtd 200 ch full options,"tétouan, wilaya",il y a 3 heures,2021,Automatique,Diesel,N/A,ALAE,https://www.avito.ma/fr/wilaya/voitures_d_occasion/Golf_8_Gtd_200_ch_full_options_57410983.htm,tétouan,wilaya
Voitures d'occasion,mercedes classe glc pack amg,"casablanca, belvédère",il y a 3 heures,2017,Automatique,Diesel,N/A,Marouane Auto,https://www.avito.ma/fr/belvédère/voitures_d_occasion/Mercedes_Classe_GLc_pack_amg_53578964.htm,casablanca,belvédère
Voitures d'occasion,mitsubishi pajero sport 7 places 2020,"fès, agdal",il y a 3 heures,2020,Manuelle,Diesel,N/A,GARAGE FOURGON FES,https://www.avito.ma/fr/agdal/voitures_d_occasion/Mitsubishi_Pajero_Sport_7_Places_2020_57439225.htm,fès,agdal
Voitures d'occasion,toyota corolla limited hybride ww,"casablanca, autre secteur",il y a 3 heures,2025,Automatique,Hybride,N/A,Rhoucar,https://www.avito.ma/fr/autre_secteur/voitures_d_occasion/Toyota_Corolla_Limited_Hybride_WW_56993422.htm,casablanca,autre secteur
Voitures d'occasion,peugeot 306 7chv,"marrakech, guéliz",il y a 3 heures,2002,Manuelle,Diesel,N/A,chrif,https://www.avito.ma/fr/guéliz/voitures_d_occasion/Peugeot_306_7chv_53734281.htm,marrakech,guéliz
Voitures d'occasion,opel corsa essence automatique 2021 à tanger,"tanger, marjane",il y a 3 heures,2021,Automatique,Essence,N/A,A Tanger,https://www.avito.ma/fr/marjane/voitures_d_occasion/Opel_Corsa_Essence_Automatique_2021_à_Tanger_57494563.htm,tanger,marjane
Voitures d'occasion,nouvelle kia niro active bva hybrid 2023,"rabat, agdal",il y a 3 heures,2023,Automatique,Hybride,N/A,Auto SALA EL JADIDA,https://www.avito.ma/fr/agdal/voitures_d_occasion/Nouvelle_Kia_Niro_Active_BVA_hybrid_2023_57008399.htm,rabat,agdal
Voitures d'occasion,mercedes-benz classe c 220 pack amg line plus 2023,"casablanca, oulfa",il y a 3 heures,2023,Automatique,Diesel,N/A,Shaheen Auto,https://www.avito.ma/fr/oulfa/voitures_d_occasion/Mercedes_Benz_Classe_C_220_pack_Amg_Line_plus_2023_56627965.htm,casablanca,oulfa
Voitures de location,location de voiture hyundai tucson,"casablanca, hay mohammadi",il y a 3 heures,,N/A,N/A,N/A,ARISTO LOCA CAR,https://www.avito.ma/fr/hay_mohammadi/voitures_de_location/location_de_voiture_hyundai_tucson_56437231.htm,casablanca,hay mohammadi
Voitures d'occasion,land-rover range rover evoque,"casablanca, al fida",il y a 31 minutes,2019,Automatique,Diesel,https://content.avito.ma/classifieds/images/10143220785?t=images,Voitures particuliers certifiées,https://www.avito.ma/fr/al_fida/voitures_d_occasion/Land_Rover_Range_Rover_Evoque_57249345.htm,casablanca,al fida
Voitures d'occasion,vente voiture renault clio.5. 2022 en bonne état,"casablanca, ben m'sick",il y a 19 heures,2022,Manuelle,Diesel,https://content.avito.ma/classifieds/images/10142270069?t=images,Auto Ennour,https://www.avito.ma/fr/ben_m_sick/voitures_d_occasion/Vente_voiture_Renault_Clio_5__2022_en_bonne_état_57007349.htm,casablanca,ben m'sick
